                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,                0.10794,               0.049223,               0.067353,                0.02934,                0.31689,                 0.5563,                0.32273,               0.094383,                 0.5132,                0.66007,                0.56715,                 0.3062,               0.084197,              0.0091928,               0.045399,               0.020463,               0.070133,              0.0033185,              0.0033185
